number,value,datetime_start,datetime_complete,duration,params_activation,params_dropout,params_hidden_size,params_lr,params_scale_target,params_scaler,params_scaler_post_pca,params_weight_decay,state
134,160.6321563720703,2026-01-02 17:07:20.543780,2026-01-02 17:07:28.439436,0 days 00:00:07.895656,relu,0.16459757805833355,60,0.06032815919873155,True,,none,9.103951747708972e-05,COMPLETE
135,160.44345092773438,2026-01-02 17:07:28.447437,2026-01-02 17:07:36.387095,0 days 00:00:07.939658,relu,0.15688192997572215,61,0.05882007168792968,True,,none,0.00011908298021952614,COMPLETE
136,161.0188446044922,2026-01-02 17:07:36.395094,2026-01-02 17:07:44.365819,0 days 00:00:07.970725,relu,0.1604450576082065,60,0.04813592829097568,True,,none,0.0001225515367636803,COMPLETE
137,163.0411834716797,2026-01-02 17:07:44.374817,2026-01-02 17:07:52.288988,0 days 00:00:07.914171,relu,0.16373119772781136,61,0.047420953912581824,True,,none,0.00012060711333120494,COMPLETE
138,161.88221740722656,2026-01-02 17:07:52.296988,2026-01-02 17:08:00.227543,0 days 00:00:07.930555,relu,0.17050763152415216,58,0.05643078260069016,True,,none,7.413190442112982e-05,COMPLETE
139,162.27761840820312,2026-01-02 17:08:00.235542,2026-01-02 17:08:08.169199,0 days 00:00:07.933657,relu,0.16500424159541288,57,0.05873386342187974,True,,none,7.921110508286713e-05,COMPLETE
140,180.8955535888672,2026-01-02 17:08:08.178198,2026-01-02 17:08:16.053292,0 days 00:00:07.875094,silu,0.15155875515010292,60,0.0543205959037065,True,,minmax,0.00011557064071346344,COMPLETE
141,164.9727783203125,2026-01-02 17:08:16.061802,2026-01-02 17:08:24.052892,0 days 00:00:07.991090,relu,0.18362826013849506,55,0.04503041053404876,True,,none,8.851110159146324e-05,COMPLETE
142,160.9925994873047,2026-01-02 17:08:24.060394,2026-01-02 17:08:31.911467,0 days 00:00:07.851073,relu,0.16076482120246963,62,0.07079224793666687,True,,none,5.949738331819471e-05,COMPLETE
143,160.21331787109375,2026-01-02 17:08:31.919466,2026-01-02 17:08:39.786583,0 days 00:00:07.867117,relu,0.15813526012591464,62,0.06927336102251874,True,,none,6.156188090398724e-05,COMPLETE
144,160.53001403808594,2026-01-02 17:08:39.795584,2026-01-02 17:08:47.622174,0 days 00:00:07.826590,relu,0.1529558668938541,64,0.06868051726297691,True,,none,6.053316184342054e-05,COMPLETE
145,159.67477416992188,2026-01-02 17:08:47.630173,2026-01-02 17:08:55.536757,0 days 00:00:07.906584,relu,0.15953828197231193,64,0.06853864416582503,True,,none,5.9179481305412826e-05,COMPLETE
146,160.7012481689453,2026-01-02 17:08:55.545757,2026-01-02 17:09:03.475860,0 days 00:00:07.930103,relu,0.15680009521897026,62,0.06989232794542471,True,,none,5.699239015281902e-05,COMPLETE
147,178.9942626953125,2026-01-02 17:09:03.482860,2026-01-02 17:09:11.393944,0 days 00:00:07.911084,relu,0.15872272155370873,64,0.006141407114499261,True,,none,5.536710312003441e-05,COMPLETE
148,159.22134399414062,2026-01-02 17:09:11.401944,2026-01-02 17:09:19.333086,0 days 00:00:07.931142,relu,0.13511672471058347,61,0.06894606110634921,True,,none,6.126917560403197e-05,COMPLETE
149,164.08352661132812,2026-01-02 17:09:19.341091,2026-01-02 17:09:27.250693,0 days 00:00:07.909602,relu,0.1403774552238846,62,0.03968021329086507,True,,none,4.684531941481299e-05,COMPLETE
150,197.60329379611545,2026-01-02 17:09:27.258696,2026-01-02 17:09:34.930312,0 days 00:00:07.671616,relu,0.15588120278765438,57,0.0009867726376476308,False,,none,8.537183520465657e-05,COMPLETE
151,158.50186157226562,2026-01-02 17:09:34.939312,2026-01-02 17:09:42.804498,0 days 00:00:07.865186,relu,0.12939045702203855,64,0.06896908122080546,True,,none,6.111650907898905e-05,COMPLETE
152,159.1006317138672,2026-01-02 17:09:42.811497,2026-01-02 17:09:50.688636,0 days 00:00:07.877139,relu,0.12876810779154713,62,0.06631010239595168,True,,none,5.78758623475761e-05,COMPLETE
153,158.13858032226562,2026-01-02 17:09:50.697636,2026-01-02 17:09:58.618250,0 days 00:00:07.920614,relu,0.11287752114675222,64,0.06961563401034408,True,,none,5.9397038594791324e-05,COMPLETE
154,160.8612060546875,2026-01-02 17:09:58.626249,2026-01-02 17:10:06.484857,0 days 00:00:07.858608,relu,0.1306193219375201,64,0.0645114878482738,True,,none,0.00010227683244840625,COMPLETE
155,158.8683319091797,2026-01-02 17:10:06.491858,2026-01-02 17:10:14.361453,0 days 00:00:07.869595,relu,0.11308237913102243,55,0.07212973907539394,True,,none,5.10937461664714e-05,COMPLETE
156,158.9703369140625,2026-01-02 17:10:14.369453,2026-01-02 17:10:22.283055,0 days 00:00:07.913602,relu,0.11571092168965263,55,0.058170407842078796,True,,none,4.8431300329431915e-05,COMPLETE
157,165.1717071533203,2026-01-02 17:10:22.291055,2026-01-02 17:10:30.224718,0 days 00:00:07.933663,relu,0.11212676188650256,54,0.031579424227187236,True,,none,4.694530551798202e-05,COMPLETE
158,160.94424438476562,2026-01-02 17:10:30.232717,2026-01-02 17:10:38.082827,0 days 00:00:07.850110,relu,0.11544622348095675,56,0.05558556519809476,True,,none,6.934807092435074e-05,COMPLETE
159,161.83639526367188,2026-01-02 17:10:38.089827,2026-01-02 17:10:46.029442,0 days 00:00:07.939615,relu,0.10507296142376109,54,0.04407757024564671,True,,none,5.3234125143060417e-05,COMPLETE
160,159.06582641601562,2026-01-02 17:10:46.037441,2026-01-02 17:10:53.918593,0 days 00:00:07.881152,relu,0.13320034297795968,64,0.06188640755131532,True,,none,6.60333417411951e-05,COMPLETE
161,160.713134765625,2026-01-02 17:10:53.926592,2026-01-02 17:11:01.837195,0 days 00:00:07.910603,relu,0.1302535890778698,64,0.060981819668195054,True,,none,6.24792806628964e-05,COMPLETE
162,158.7152099609375,2026-01-02 17:11:01.846195,2026-01-02 17:11:09.779331,0 days 00:00:07.933136,relu,0.12233009826969463,57,0.0690182661304087,True,,none,4.8378809505948497e-05,COMPLETE
163,158.41529846191406,2026-01-02 17:11:09.787839,2026-01-02 17:11:17.725967,0 days 00:00:07.938128,relu,0.12521270352303915,57,0.06997835061441168,True,,none,4.39685311859798e-05,COMPLETE
164,160.9818115234375,2026-01-02 17:11:17.734967,2026-01-02 17:11:25.614583,0 days 00:00:07.879616,relu,0.12711956646270417,57,0.04941722496714073,True,,none,4.2521331608180024e-05,COMPLETE
165,158.96530151367188,2026-01-02 17:11:25.622580,2026-01-02 17:11:33.508245,0 days 00:00:07.885665,relu,0.11810114385537475,54,0.07379730609087623,True,,none,3.6941739271962377e-05,COMPLETE
166,163.6004180908203,2026-01-02 17:11:33.516244,2026-01-02 17:11:41.919970,0 days 00:00:08.403726,mish,0.11627103802557527,54,0.07210534413771612,True,,none,3.439692422526873e-05,COMPLETE
167,158.84584045410156,2026-01-02 17:11:41.928971,2026-01-02 17:11:49.822084,0 days 00:00:07.893113,relu,0.10808019066779259,57,0.06946752905067985,True,,none,4.908906126220825e-05,COMPLETE
168,173.45285034179688,2026-01-02 17:11:49.831084,2026-01-02 17:11:57.781235,0 days 00:00:07.950151,relu,0.10136879960895422,57,0.053330389957848064,True,,minmax,4.86445227715712e-05,COMPLETE
169,169.24917602539062,2026-01-02 17:11:57.789234,2026-01-02 17:12:05.318744,0 days 00:00:07.529510,relu,0.12093896250723865,15,0.07628724665998202,True,,none,3.794525603931022e-05,COMPLETE
170,167.47134399414062,2026-01-02 17:12:05.327746,2026-01-02 17:12:13.139311,0 days 00:00:07.811565,silu,0.1371782295285109,49,0.07701961298616727,True,,none,4.5943194104503104e-05,COMPLETE
171,158.6038818359375,2026-01-02 17:12:13.148312,2026-01-02 17:12:21.133960,0 days 00:00:07.985648,relu,0.10933217568578413,57,0.06799775577871076,True,,none,5.1518346377328225e-05,COMPLETE
172,160.7682342529297,2026-01-02 17:12:21.141961,2026-01-02 17:12:29.082107,0 days 00:00:07.940146,relu,0.11225436326987784,54,0.066172645821068,True,,none,5.207441678310553e-05,COMPLETE
173,156.8419952392578,2026-01-02 17:12:29.090107,2026-01-02 17:12:37.029782,0 days 00:00:07.939675,relu,0.10911932123217828,57,0.07694747446084993,True,,none,4.1022448869635954e-05,COMPLETE
174,160.26576232910156,2026-01-02 17:12:37.038782,2026-01-02 17:12:44.978930,0 days 00:00:07.940148,relu,0.11100033202655349,57,0.051919088083780554,True,,none,3.591692899937707e-05,COMPLETE
175,158.45492553710938,2026-01-02 17:12:44.986934,2026-01-02 17:12:52.847021,0 days 00:00:07.860087,relu,0.12473881648186735,53,0.07500503528071596,True,,none,4.185902908165376e-05,COMPLETE
176,161.5066680908203,2026-01-02 17:12:52.855023,2026-01-02 17:13:00.701655,0 days 00:00:07.846632,relu,0.12376872252197713,53,0.06047508839529041,True,,none,4.320770019380557e-05,COMPLETE
177,158.3342742919922,2026-01-02 17:13:00.709654,2026-01-02 17:13:08.593721,0 days 00:00:07.884067,relu,0.10127372699345961,52,0.07334665931655972,True,,none,7.03246658168177e-05,COMPLETE
178,157.7296600341797,2026-01-02 17:13:08.601224,2026-01-02 17:13:16.467330,0 days 00:00:07.866106,relu,0.10078185249966169,49,0.07326358527439494,True,,none,7.129151672002868e-05,COMPLETE
179,190.55856323242188,2026-01-02 17:13:16.474331,2026-01-02 17:13:24.255490,0 days 00:00:07.781159,relu,0.10001226062531414,48,0.0006074181962092758,True,,none,7.334623499301033e-05,COMPLETE
180,197.744921875,2026-01-02 17:13:24.264490,2026-01-02 17:13:31.967551,0 days 00:00:07.703061,relu,0.11054389447597007,50,0.0009890377528010085,False,,none,6.978536481996303e-05,COMPLETE
181,157.4840850830078,2026-01-02 17:13:31.976549,2026-01-02 17:13:39.903718,0 days 00:00:07.927169,relu,0.12181093770248114,53,0.0772545634314487,True,,none,4.296648023093179e-05,COMPLETE
182,158.11280822753906,2026-01-02 17:13:39.912233,2026-01-02 17:13:47.866431,0 days 00:00:07.954198,relu,0.12111136650077652,53,0.0764908838627102,True,,none,3.963339209368423e-05,COMPLETE
183,160.37469482421875,2026-01-02 17:13:47.873431,2026-01-02 17:13:55.878019,0 days 00:00:08.004588,relu,0.1218618969070472,52,0.07851933257961964,True,,none,3.720261742421683e-05,COMPLETE
184,170.93899536132812,2026-01-02 17:13:55.886018,2026-01-02 17:14:03.433561,0 days 00:00:07.547543,relu,0.10776528104669658,12,0.056787924192588816,True,,none,4.0994603534223026e-05,COMPLETE
185,158.39480590820312,2026-01-02 17:14:03.441561,2026-01-02 17:14:11.411141,0 days 00:00:07.969580,relu,0.11938936658398233,55,0.06240070808705888,True,,none,3.427198057811907e-05,COMPLETE
186,159.07717895507812,2026-01-02 17:14:11.420140,2026-01-02 17:14:19.271194,0 days 00:00:07.851054,relu,0.11779324706619163,48,0.07863025856335644,True,,none,3.3766038514088594e-05,COMPLETE
187,161.13278198242188,2026-01-02 17:14:19.279194,2026-01-02 17:14:27.233258,0 days 00:00:07.954064,relu,0.10614397387154151,54,0.05018906297576732,True,,none,3.914193225602853e-05,COMPLETE
188,184.9204864501953,2026-01-02 17:14:27.242257,2026-01-02 17:14:35.033946,0 days 00:00:07.791689,relu,0.1436754602110981,52,0.001633293389956491,True,,none,4.402822983848699e-05,COMPLETE
189,158.65927124023438,2026-01-02 17:14:35.041943,2026-01-02 17:14:42.887019,0 days 00:00:07.845076,relu,0.11757464814818037,56,0.06076318777977314,True,,none,2.7319617726789947e-05,COMPLETE
190,158.0377655029297,2026-01-02 17:14:42.895021,2026-01-02 17:14:50.783195,0 days 00:00:07.888174,relu,0.118093792887925,49,0.08659392318738321,True,,none,2.7014794876025365e-05,COMPLETE
191,158.13795471191406,2026-01-02 17:14:50.790193,2026-01-02 17:14:58.681319,0 days 00:00:07.891126,relu,0.11866292218745135,50,0.08701371744736454,True,,none,2.4660323945995948e-05,COMPLETE
192,158.57345581054688,2026-01-02 17:14:58.689319,2026-01-02 17:15:06.534974,0 days 00:00:07.845655,relu,0.12338047877379019,50,0.08547334336655758,True,,none,2.797709983704016e-05,COMPLETE
193,159.787353515625,2026-01-02 17:15:06.543974,2026-01-02 17:15:14.436656,0 days 00:00:07.892682,relu,0.12433191311999311,47,0.0889237958418524,True,,none,2.7674292398191918e-05,COMPLETE
194,158.54476928710938,2026-01-02 17:15:14.451654,2026-01-02 17:15:22.245265,0 days 00:00:07.793611,relu,0.10289799183175326,50,0.08759261890246145,True,,none,2.5238505461764307e-05,COMPLETE
195,164.61256408691406,2026-01-02 17:15:22.254265,2026-01-02 17:15:29.902372,0 days 00:00:07.648107,relu,0.10033146942753848,17,0.08874776470275084,True,,none,2.3313995638148897e-05,COMPLETE
196,157.89503479003906,2026-01-02 17:15:29.912375,2026-01-02 17:15:37.746505,0 days 00:00:07.834130,relu,0.10611334942231045,50,0.08870823285551753,True,,none,2.5212247987260984e-05,COMPLETE
197,158.06094360351562,2026-01-02 17:15:37.753504,2026-01-02 17:15:45.655144,0 days 00:00:07.901640,relu,0.12809216369423582,49,0.08901907764751187,True,,none,2.5725467077989128e-05,COMPLETE
198,169.5526580810547,2026-01-02 17:15:45.663144,2026-01-02 17:15:53.450813,0 days 00:00:07.787669,relu,0.10058347063125252,49,0.0993730235732218,True,,minmax,2.584576791386803e-05,COMPLETE
199,160.41921997070312,2026-01-02 17:15:53.460814,2026-01-02 17:16:01.315920,0 days 00:00:07.855106,relu,0.128110447981439,46,0.08606538217945121,True,,none,2.3086560475649533e-05,COMPLETE
200,162.4180450439453,2026-01-02 17:16:01.323918,2026-01-02 17:16:09.599101,0 days 00:00:08.275183,mish,0.13874241284698463,49,0.08289834822134859,True,,none,2.9665650254478146e-05,COMPLETE
201,159.7978057861328,2026-01-02 17:16:09.607101,2026-01-02 17:16:17.497740,0 days 00:00:07.890639,relu,0.12168254409576912,51,0.09958656444412282,True,,none,3.144147775774686e-05,COMPLETE
202,158.88674926757812,2026-01-02 17:16:17.504739,2026-01-02 17:16:25.355377,0 days 00:00:07.850638,relu,0.10749054180162247,46,0.07964843588534373,True,,none,2.1255842365211776e-05,COMPLETE
203,158.18569946289062,2026-01-02 17:16:25.362376,2026-01-02 17:16:33.243481,0 days 00:00:07.881105,relu,0.11932429643984552,51,0.08799391757402246,True,,none,2.528044360987327e-05,COMPLETE
204,186.78759765625,2026-01-02 17:16:33.252481,2026-01-02 17:16:40.785553,0 days 00:00:07.533072,relu,0.13208891044945872,7,0.08409209628491336,True,,none,2.7216551726299025e-05,COMPLETE
205,157.41140747070312,2026-01-02 17:16:40.792553,2026-01-02 17:16:48.613666,0 days 00:00:07.821113,relu,0.11604771651956933,50,0.09155518702109862,True,,none,2.6126543032969672e-05,COMPLETE
206,157.681640625,2026-01-02 17:16:48.622670,2026-01-02 17:16:56.509308,0 days 00:00:07.886638,relu,0.10826979538972883,50,0.08599366611696001,True,,none,2.2687627876531507e-05,COMPLETE
207,158.7747344970703,2026-01-02 17:16:56.517308,2026-01-02 17:17:04.389516,0 days 00:00:07.872208,relu,0.14253471670619583,46,0.09850023579372442,True,,none,2.3046048470740116e-05,COMPLETE
208,166.36593627929688,2026-01-02 17:17:04.397516,2026-01-02 17:17:12.379666,0 days 00:00:07.982150,silu,0.12512314972221394,50,0.08984540132701814,True,,none,3.1244128783442224e-05,COMPLETE
209,198.17178344726562,2026-01-02 17:17:12.386666,2026-01-02 17:17:19.758208,0 days 00:00:07.371542,relu,0.1154640512106749,4,0.07997691994332361,True,,none,2.3954064632755197e-05,COMPLETE
210,158.1058349609375,2026-01-02 17:17:19.767209,2026-01-02 17:17:27.638341,0 days 00:00:07.871132,relu,0.10603581512681592,51,0.08333169730212754,True,,none,2.6087435993988806e-05,COMPLETE
211,158.10427856445312,2026-01-02 17:17:27.646347,2026-01-02 17:17:35.419389,0 days 00:00:07.773042,relu,0.10672025227730676,50,0.08902631644168736,True,,none,2.008930035175522e-05,COMPLETE
212,158.70565795898438,2026-01-02 17:17:35.428392,2026-01-02 17:17:43.251478,0 days 00:00:07.823086,relu,0.10609868946021628,51,0.09093266587356369,True,,none,1.922941302388095e-05,COMPLETE
213,158.25802612304688,2026-01-02 17:17:43.260480,2026-01-02 17:17:51.098052,0 days 00:00:07.837572,relu,0.10034318105241632,48,0.07743059518386476,True,,none,2.0231175716142354e-05,COMPLETE
214,158.0027313232422,2026-01-02 17:17:51.107053,2026-01-02 17:17:58.937632,0 days 00:00:07.830579,relu,0.11248258527181831,44,0.07691217407816614,True,,none,2.2359327159171814e-05,COMPLETE
215,158.10826110839844,2026-01-02 17:17:58.946143,2026-01-02 17:18:06.752254,0 days 00:00:07.806111,relu,0.11242005156281616,45,0.07825562505480226,True,,none,1.9768020630861126e-05,COMPLETE
216,158.9558868408203,2026-01-02 17:18:06.760258,2026-01-02 17:18:14.581286,0 days 00:00:07.821028,relu,0.11281063489176198,44,0.07563801207737766,True,,none,2.0580372469728643e-05,COMPLETE
217,157.24008178710938,2026-01-02 17:18:14.590285,2026-01-02 17:18:22.489923,0 days 00:00:07.899638,relu,0.10094312153993443,47,0.09799873303191696,True,,none,1.9037204044803634e-05,COMPLETE
218,198.28947279188367,2026-01-02 17:18:22.499920,2026-01-02 17:18:30.046515,0 days 00:00:07.546595,relu,0.10608737921028259,47,0.0009931627744069046,False,,none,2.1535463242400104e-05,COMPLETE
219,156.65036010742188,2026-01-02 17:18:30.054520,2026-01-02 17:18:37.921088,0 days 00:00:07.866568,relu,0.10102250803579578,43,0.09658078650791292,True,,none,1.4968348065578995e-05,COMPLETE
220,158.2741241455078,2026-01-02 17:18:37.929087,2026-01-02 17:18:45.679199,0 days 00:00:07.750112,relu,0.10090352108315451,42,0.09549347130303165,True,,none,1.4530490837925365e-05,COMPLETE
221,158.9032440185547,2026-01-02 17:18:45.687197,2026-01-02 17:18:53.478824,0 days 00:00:07.791627,relu,0.10216724377501522,42,0.09776733373394521,True,,none,1.3699946548444997e-05,COMPLETE
222,157.17160034179688,2026-01-02 17:18:53.485824,2026-01-02 17:19:01.269892,0 days 00:00:07.784068,relu,0.10084587879240355,44,0.09878325316981804,True,,none,1.541044560689841e-05,COMPLETE
223,157.69180297851562,2026-01-02 17:19:01.277892,2026-01-02 17:19:09.098531,0 days 00:00:07.820639,relu,0.10008228934027136,43,0.09726986523643932,True,,none,1.6279422279466512e-05,COMPLETE
224,158.42355346679688,2026-01-02 17:19:09.105531,2026-01-02 17:19:16.928143,0 days 00:00:07.822612,relu,0.1000384129514949,43,0.09534761227264932,True,,none,1.5201740679018043e-05,COMPLETE
225,159.13563537597656,2026-01-02 17:19:16.935144,2026-01-02 17:19:24.770302,0 days 00:00:07.835158,relu,0.11119960311049103,45,0.09618367232331275,True,,none,1.7009612646652243e-05,COMPLETE
226,158.5499267578125,2026-01-02 17:19:24.778303,2026-01-02 17:19:32.677392,0 days 00:00:07.899089,relu,0.11232247070517468,43,0.09745936103281531,True,,none,1.7245126592302347e-05,COMPLETE
227,157.38995361328125,2026-01-02 17:19:32.685393,2026-01-02 17:19:40.505526,0 days 00:00:07.820133,relu,0.11043626917303859,41,0.09998698718289044,True,,none,1.4433563372610626e-05,COMPLETE
228,159.10638427734375,2026-01-02 17:19:40.515526,2026-01-02 17:19:48.383661,0 days 00:00:07.868135,relu,0.1123179914452881,46,0.08137706366618962,True,,none,2.007649980244075e-05,COMPLETE
229,156.6092071533203,2026-01-02 17:19:48.390660,2026-01-02 17:19:56.232780,0 days 00:00:07.842120,relu,0.10981399469089184,47,0.08304107096778152,True,,none,1.2066848040776099e-05,COMPLETE
230,160.85499572753906,2026-01-02 17:19:56.239780,2026-01-02 17:20:03.990918,0 days 00:00:07.751138,relu,0.1162728807356292,41,0.09904596912613824,True,,none,1.2789024633561286e-05,COMPLETE
231,159.21737670898438,2026-01-02 17:20:03.997918,2026-01-02 17:20:11.873076,0 days 00:00:07.875158,relu,0.10789088611644344,47,0.08230485713258859,True,,none,1.8046211794525927e-05,COMPLETE
232,158.90164184570312,2026-01-02 17:20:11.881074,2026-01-02 17:20:19.652133,0 days 00:00:07.771059,relu,0.10950901605985794,44,0.08257077287599032,True,,none,2.1948409624264776e-05,COMPLETE
233,159.34225463867188,2026-01-02 17:20:19.661135,2026-01-02 17:20:27.536251,0 days 00:00:07.875116,relu,0.11714539888296907,45,0.08573074123269511,True,,none,1.4955236773218008e-05,COMPLETE
234,158.43368530273438,2026-01-02 17:20:27.543251,2026-01-02 17:20:35.395448,0 days 00:00:07.852197,relu,0.1092981480523428,48,0.07953579026027667,True,,none,1.1850542127511157e-05,COMPLETE
235,160.21530151367188,2026-01-02 17:20:35.402449,2026-01-02 17:20:43.322020,0 days 00:00:07.919571,relu,0.1170069415942207,47,0.09954922447048399,True,,none,1.992446490994731e-05,COMPLETE
236,194.28823852539062,2026-01-02 17:20:43.330020,2026-01-02 17:20:51.193567,0 days 00:00:07.863547,relu,0.10079811117772736,49,0.00020324125986025446,True,,none,2.4184389223027117e-05,COMPLETE
